FIPS,Geographic Identifier,Area Name,Qualifying Name,State Postal Abbreviation,Summary Level,Geographic Component,File identification,Logical Record Number,State (FIPS Code),County of current residence,Census Tract,Block Group,Total Population,Area Total:,Area Total: Area (Land),Area Total: Area (Water),Total Population:,Total Population: Under 5 Years,Total Population: 5 to 9 Years,Total Population: 10 to 14 Years,Total Population: 15 to 17 Years,Total Population: 18 to 24 Years,Total Population: 25 to 34 Years,Total Population: 35 to 44 Years,Total Population: 45 to 54 Years,Total Population: 55 to 64 Years,Total Population: 65 to 74 Years,Total Population: 75 to 84 Years,Total Population: 85 Years and Over,Total Population:,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: American Indian and Alaska Native Alone,Total Population: Asian Alone,Total Population: Native Hawaiian and Other Pacific Islander Alone,Total Population: Some Other Race Alone,Total Population: Two or More Races,Average Household Size,Median Household Income (In 2019 Inflation Adjusted Dollars),Occupied Housing Units,Occupied Housing Units: 1 Room,Occupied Housing Units: 2 Rooms,Occupied Housing Units: 3 Rooms,Occupied Housing Units: 4 Rooms,Occupied Housing Units: 5 Rooms,Occupied Housing Units: 6 Rooms,Occupied Housing Units: 7 Rooms,Occupied Housing Units: 8 Rooms,Occupied Housing Units: 9 or More Rooms,Median Year Structure Built,Median Gross Rent,Owner-Occupied Housing Units
1.70E+11,15000US170318325002,Block Group 2,"Block Group 2, Census Tract 8325, Cook County, Illinois",il,150,0,ACSSF,13107,17,31,832500,2,2138,0.1863291,0.1863291,0,2138,191,89,57,80,367,326,288,275,153,193,73,46,2138,1958,71,0,59,0,0,50,2.2,156000,814,0,16,86,181,144,128,65,37,157,1982,1864,581
1.70E+11,15000US170318326001,Block Group 1,"Block Group 1, Census Tract 8326, Cook County, Illinois",il,150,0,ACSSF,13108,17,31,832600,1,721,0.05016626,0.05016626,0,721,75,16,14,0,55,325,118,55,56,7,0,0,721,674,0,0,37,0,0,10,2.22,165375,325,0,0,68,77,93,16,9,10,52,1990,2296,213
1.70E+11,15000US170318326002,Block Group 2,"Block Group 2, Census Tract 8326, Cook County, Illinois",il,150,0,ACSSF,13109,17,31,832600,2,953,0.1530698,0.1530698,0,953,73,16,29,24,92,316,95,159,63,67,6,13,953,874,1,0,70,0,0,8,1.99,141481,476,36,36,91,67,71,72,35,21,47,1941,1860,254
1.70E+11,15000US170318326003,Block Group 3,"Block Group 3, Census Tract 8326, Cook County, Illinois",il,150,0,ACSSF,13110,17,31,832600,3,2244,0.07538567,0.07538567,0,2244,134,79,98,46,251,825,269,195,110,157,80,0,2244,2050,0,0,89,0,20,85,2.51,157917,893,0,7,122,210,131,158,54,39,172,1959,2271,480
1.70E+11,15000US170318329001,Block Group 1,"Block Group 1, Census Tract 8329, Cook County, Illinois",il,150,0,ACSSF,13111,17,31,832900,1,1208,0.08096331,0.08096331,0,1208,73,32,0,24,303,482,103,23,103,15,19,31,1208,889,44,0,237,0,10,28,2.14,55795,518,0,9,109,126,124,73,35,0,42,1965,1549,185
1.70E+11,15000US170318329002,Block Group 2,"Block Group 2, Census Tract 8329, Cook County, Illinois",il,150,0,ACSSF,13112,17,31,832900,2,874,0.07397602,0.07397602,0,874,42,0,0,14,324,246,92,49,59,32,16,0,874,585,29,0,245,0,0,15,2.95,84625,295,0,0,20,33,101,51,41,13,36,0,1888,95
1.70E+11,15000US170318330001,Block Group 1,"Block Group 1, Census Tract 8330, Cook County, Illinois",il,150,0,ACSSF,13113,17,31,833000,1,2467,0.1811476,0.1811476,0,2467,153,0,0,0,105,1225,486,154,283,33,28,0,2467,1955,130,0,309,0,17,56,1.67,151729,1481,207,372,421,166,213,52,32,18,0,2002,2057,583
1.70E+11,15000US170318330002,Block Group 2,"Block Group 2, Census Tract 8330, Cook County, Illinois",il,150,0,ACSSF,13114,17,31,833000,2,2013,0.3256725,0.3256725,0,2013,120,153,160,43,18,624,508,100,193,16,78,0,2013,1295,382,0,85,0,17,234,1.98,138650,1017,173,175,255,87,131,78,16,0,102,2000,2774,303
1.70E+11,15000US170318331001,Block Group 1,"Block Group 1, Census Tract 8331, Cook County, Illinois",il,150,0,ACSSF,13115,17,31,833100,1,4040,0.1109997,0.1109997,0,4040,230,229,143,42,210,1167,930,615,304,155,15,0,4040,2824,137,0,1037,0,0,42,1.88,170068,2153,82,415,625,542,175,114,73,46,81,2003,2578,1488
1.70E+11,15000US170318331002,Block Group 2,"Block Group 2, Census Tract 8331, Cook County, Illinois",il,150,0,ACSSF,13116,17,31,833100,2,1310,0.1075171,0.1075171,0,1310,174,72,18,0,170,332,279,101,73,0,91,0,1310,791,399,0,75,0,1,44,1.94,93984,650,0,134,89,176,110,56,58,0,27,1979,,364
1.70E+11,15000US170318331003,Block Group 3,"Block Group 3, Census Tract 8331, Cook County, Illinois",il,150,0,ACSSF,13117,17,31,833100,3,2086,0.1375346,0.1375346,0,2086,82,132,0,18,16,723,359,389,177,65,107,18,2086,1319,378,0,305,0,0,84,1.64,94229,1047,122,252,305,168,140,22,0,0,38,2001,1813,451
1.70E+11,15000US170318333001,Block Group 1,"Block Group 1, Census Tract 8333, Cook County, Illinois",il,150,0,ACSSF,13118,17,31,833300,1,2728,0.1844893,0.1844893,0,2728,83,26,41,16,1233,552,204,151,127,202,30,63,2728,1328,116,0,1106,0,49,129,2.7,56136,1010,31,47,107,316,227,132,61,45,44,1944,1631,324
1.70E+11,15000US170318339001,Block Group 1,"Block Group 1, Census Tract 8339, Cook County, Illinois",il,150,0,ACSSF,13119,17,31,833900,1,1545,0.1710139,0.1616996,0.009314328,1545,201,105,159,128,163,202,209,165,133,34,31,15,1545,669,795,27,0,0,36,18,3.52,40483,439,0,0,38,56,96,122,85,25,17,0,690,69
1.70E+11,15000US170318339002,Block Group 2,"Block Group 2, Census Tract 8339, Cook County, Illinois",il,150,0,ACSSF,13120,17,31,833900,2,1105,0.1016958,0.1016958,0,1105,142,53,106,17,110,174,125,86,130,105,46,11,1105,360,668,0,25,0,51,1,2.89,29464,379,35,0,13,31,109,112,56,18,5,0,1014,100
1.70E+11,15000US170318340001,Block Group 1,"Block Group 1, Census Tract 8340, Cook County, Illinois",il,150,0,ACSSF,13121,17,31,834000,1,2553,0.252844,0.252844,0,2553,278,171,194,79,263,519,169,275,277,191,49,88,2553,0,2339,0,39,0,0,175,2.63,40900,972,9,0,19,138,450,301,23,14,18,1946,1136,32
1.70E+11,15000US170318340002,Block Group 2,"Block Group 2, Census Tract 8340, Cook County, Illinois",il,150,0,ACSSF,13122,17,31,834000,2,551,0.1289195,0.1289195,0,551,36,0,0,10,30,18,74,117,164,69,16,17,551,14,527,0,0,0,0,10,2.81,56597,196,0,0,7,0,62,56,56,0,15,1963,1103,149
1.70E+11,15000US170318342001,Block Group 1,"Block Group 1, Census Tract 8342, Cook County, Illinois",il,150,0,ACSSF,13123,17,31,834200,1,1264,0.06337249,0.06337249,0,1264,71,55,123,78,48,114,298,281,88,60,18,30,1264,13,1183,0,0,0,0,68,2.66,,476,129,0,19,0,47,89,54,63,75,0,845,198
1.70E+11,15000US170318342002,Block Group 2,"Block Group 2, Census Tract 8342, Cook County, Illinois",il,150,0,ACSSF,13124,17,31,834200,2,1148,0.1195863,0.1195863,0,1148,191,95,145,47,24,193,95,65,161,71,22,39,1148,11,1137,0,0,0,0,0,2.79,65435,405,0,0,0,46,216,122,0,0,21,1941,1123,221
1.70E+11,15000US170318342003,Block Group 3,"Block Group 3, Census Tract 8342, Cook County, Illinois",il,150,0,ACSSF,13125,17,31,834200,3,1464,0.07399339,0.07399339,0,1464,12,154,182,73,116,34,432,56,160,142,62,41,1464,14,1450,0,0,0,0,0,2.57,53149,570,0,0,0,201,171,169,18,0,11,1946,989,179
1.70E+11,15000US170318342004,Block Group 4,"Block Group 4, Census Tract 8342, Cook County, Illinois",il,150,0,ACSSF,13126,17,31,834200,4,1038,0.1196708,0.1196708,0,1038,138,118,9,0,42,151,9,417,120,18,16,0,1038,0,1038,0,0,0,0,0,3.1,91399,335,0,0,0,80,112,82,0,0,61,0,1116,141
1.70E+11,15000US170318343001,Block Group 1,"Block Group 1, Census Tract 8343, Cook County, Illinois",il,150,0,ACSSF,13127,17,31,834300,1,1523,0.101219,0.101219,0,1523,169,0,0,79,263,119,299,249,134,99,80,32,1523,13,1494,0,0,0,16,0,2.25,26929,676,69,17,121,98,152,0,58,52,109,1948,848,358
1.70E+11,15000US170318343002,Block Group 2,"Block Group 2, Census Tract 8343, Cook County, Illinois",il,150,0,ACSSF,13128,17,31,834300,2,1319,0.2139995,0.2139995,0,1319,134,34,0,90,147,129,22,37,387,185,85,69,1319,0,1319,0,0,0,0,0,2.08,19435,634,69,64,118,62,0,106,55,67,93,1949,760,287
1.70E+11,15000US170318343003,Block Group 3,"Block Group 3, Census Tract 8343, Cook County, Illinois",il,150,0,ACSSF,13129,17,31,834300,3,441,0.06034198,0.06034198,0,441,0,0,14,68,75,0,111,17,16,63,52,25,441,5,405,0,17,0,0,14,2.64,,165,0,0,0,0,0,40,65,48,12,0,,165
1.70E+11,15000US170318343004,Block Group 4,"Block Group 4, Census Tract 8343, Cook County, Illinois",il,150,0,ACSSF,13130,17,31,834300,4,216,0.06027132,0.06027132,0,216,30,0,27,0,0,31,27,64,37,0,0,0,216,0,216,0,0,0,0,0,1.69,61622,128,0,0,0,0,0,0,40,61,27,1957,,128
1.70E+11,15000US170318343005,Block Group 5,"Block Group 5, Census Tract 8343, Cook County, Illinois",il,150,0,ACSSF,13131,17,31,834300,5,1219,0.1791553,0.1791553,0,1219,94,45,58,27,36,192,146,94,172,162,187,6,1219,16,1170,0,19,0,14,0,2.1,69448,581,0,0,0,16,74,303,79,46,63,1955,,529
1.70E+11,15000US170318343006,Block Group 6,"Block Group 6, Census Tract 8343, Cook County, Illinois",il,150,0,ACSSF,13132,17,31,834300,6,1262,0.1221998,0.1221998,0,1262,38,32,32,0,86,177,67,242,231,64,253,40,1262,14,1200,0,34,0,0,14,2.98,77067,423,0,0,51,0,82,129,58,55,48,0,,284
1.70E+11,15000US170318344001,Block Group 1,"Block Group 1, Census Tract 8344, Cook County, Illinois",il,150,0,ACSSF,13133,17,31,834400,1,1014,0.05523771,0.05523771,0,1014,34,83,41,92,73,155,144,103,133,114,25,17,1014,7,1007,0,0,0,0,0,2.22,23565,457,18,58,30,101,64,147,26,0,13,1965,1095,33
1.70E+11,15000US170318344002,Block Group 2,"Block Group 2, Census Tract 8344, Cook County, Illinois",il,150,0,ACSSF,13134,17,31,834400,2,2286,0.1076731,0.1076731,0,2286,228,394,86,49,69,470,353,315,187,90,45,0,2286,43,2234,0,0,0,0,9,2.85,90857,786,0,0,99,233,205,103,50,88,8,1991,1539,526
1.70E+11,15000US170318344003,Block Group 3,"Block Group 3, Census Tract 8344, Cook County, Illinois",il,150,0,ACSSF,13135,17,31,834400,3,1137,0.0631779,0.0631779,0,1137,46,64,25,65,247,126,147,164,159,79,6,9,1137,73,1010,0,0,0,17,37,2.53,40167,450,0,0,41,66,108,134,28,48,25,1966,1205,106
1.70E+11,15000US170318345001,Block Group 1,"Block Group 1, Census Tract 8345, Cook County, Illinois",il,150,0,ACSSF,13136,17,31,834500,1,1105,0.1792028,0.1792028,0,1105,59,119,63,102,147,196,134,104,126,30,25,0,1105,2,992,0,0,0,72,39,2.36,32756,469,5,14,13,170,113,96,7,12,39,1943,1049,35
1.70E+11,15000US170318346001,Block Group 1,"Block Group 1, Census Tract 8346, Cook County, Illinois",il,150,0,ACSSF,13137,17,31,834600,1,106,0.1055955,0.1055955,0,106,0,31,0,0,0,45,0,30,0,0,0,0,106,0,106,0,0,0,0,0,7.07,,15,0,0,0,0,0,0,0,15,0,1975,,15
1.70E+11,15000US170318346002,Block Group 2,"Block Group 2, Census Tract 8346, Cook County, Illinois",il,150,0,ACSSF,13138,17,31,834600,2,493,0.1249793,0.1249793,0,493,0,22,40,0,4,34,80,81,177,29,26,0,493,14,479,0,0,0,0,0,1.67,14816,267,35,11,71,35,53,21,15,0,26,1958,372,74
1.70E+11,15000US170318346003,Block Group 3,"Block Group 3, Census Tract 8346, Cook County, Illinois",il,150,0,ACSSF,13139,17,31,834600,3,215,0.1618853,0.1618853,0,215,16,0,0,0,14,0,36,59,73,9,8,0,215,0,215,0,0,0,0,0,1.67,55987,129,0,0,0,19,66,44,0,0,0,1977,1114,17
1.70E+11,15000US170318346004,Block Group 4,"Block Group 4, Census Tract 8346, Cook County, Illinois",il,150,0,ACSSF,13140,17,31,834600,4,867,0.2107268,0.2107268,0,867,39,53,73,0,27,85,103,138,78,247,24,0,867,145,722,0,0,0,0,0,2.06,27575,420,0,0,9,61,150,141,42,0,17,1958,732,81
1.70E+11,15000US170318347001,Block Group 1,"Block Group 1, Census Tract 8347, Cook County, Illinois",il,150,0,ACSSF,13141,17,31,834700,1,519,0.06316362,0.06316362,0,519,75,19,0,0,105,45,14,48,129,52,32,0,519,0,516,0,0,0,3,0,2.38,21908,218,0,9,34,36,27,62,34,16,0,1955,825,25
1.70E+11,15000US170318347002,Block Group 2,"Block Group 2, Census Tract 8347, Cook County, Illinois",il,150,0,ACSSF,13142,17,31,834700,2,382,0.06312887,0.06312887,0,382,0,0,50,26,32,59,65,39,63,48,0,0,382,6,373,0,3,0,0,0,2.94,35417,119,0,0,18,0,44,35,8,9,5,1960,973,15
1.70E+11,15000US170318347003,Block Group 3,"Block Group 3, Census Tract 8347, Cook County, Illinois",il,150,0,ACSSF,13143,17,31,834700,3,357,0.1277593,0.1277593,0,357,47,0,7,24,58,79,28,23,41,19,31,0,357,0,357,0,0,0,0,0,1.97,19688,181,0,0,7,28,87,46,4,4,5,1946,957,31
1.70E+11,15000US170318348001,Block Group 1,"Block Group 1, Census Tract 8348, Cook County, Illinois",il,150,0,ACSSF,13144,17,31,834800,1,313,0.06312153,0.06312153,0,313,41,14,17,17,17,14,53,33,53,21,19,14,313,0,313,0,0,0,0,0,2.52,55179,124,0,11,25,15,27,35,0,0,11,1970,913,33
1.70E+11,15000US170318348002,Block Group 2,"Block Group 2, Census Tract 8348, Cook County, Illinois",il,150,0,ACSSF,13145,17,31,834800,2,754,0.1064731,0.1064731,0,754,30,26,7,10,87,24,52,149,154,150,56,9,754,14,738,0,2,0,0,0,1.9,12120,392,39,10,127,41,39,50,64,6,16,1975,477,52
1.70E+11,15000US170318348003,Block Group 3,"Block Group 3, Census Tract 8348, Cook County, Illinois",il,150,0,ACSSF,13146,17,31,834800,3,522,0.06225396,0.06225396,0,522,7,14,27,40,70,52,51,120,82,30,4,25,522,63,403,10,0,0,40,6,2.64,27917,198,7,0,0,48,45,66,11,11,10,0,764,56
1.70E+11,15000US170318349001,Block Group 1,"Block Group 1, Census Tract 8349, Cook County, Illinois",il,150,0,ACSSF,13147,17,31,834900,1,313,0.06300995,0.06300995,0,313,14,0,27,12,44,50,37,52,14,30,17,16,313,0,313,0,0,0,0,0,2.3,39000,136,0,0,6,0,53,55,7,10,5,0,909,43
1.70E+11,15000US170318349002,Block Group 2,"Block Group 2, Census Tract 8349, Cook County, Illinois",il,150,0,ACSSF,13148,17,31,834900,2,1130,0.1890071,0.1890071,0,1130,19,76,75,93,88,77,91,118,236,130,107,20,1130,16,1073,0,0,0,0,41,2.02,14688,541,52,59,80,68,130,59,38,20,35,1954,710,82
1.70E+11,15000US170318350001,Block Group 1,"Block Group 1, Census Tract 8350, Cook County, Illinois",il,150,0,ACSSF,13149,17,31,835000,1,1283,0.1814147,0.1814147,0,1283,212,83,85,54,70,325,58,64,194,61,77,0,1283,250,742,0,0,0,258,33,3.03,20160,424,0,0,36,105,103,108,53,10,9,1947,760,103
1.70E+11,15000US170318350002,Block Group 2,"Block Group 2, Census Tract 8350, Cook County, Illinois",il,150,0,ACSSF,13150,17,31,835000,2,1109,0.047762,0.047762,0,1109,103,89,49,67,137,207,118,138,93,79,9,20,1109,63,849,0,0,0,197,0,2.75,27807,403,30,11,41,75,163,43,21,0,19,1955,846,100
1.70E+11,15000US170318350003,Block Group 3,"Block Group 3, Census Tract 8350, Cook County, Illinois",il,150,0,ACSSF,13151,17,31,835000,3,1390,0.0633918,0.0633918,0,1390,121,137,202,79,124,107,314,167,58,28,20,33,1390,341,319,0,86,0,598,46,3.5,51681,395,12,0,18,34,136,98,34,16,47,0,1042,192
1.70E+11,15000US170318350004,Block Group 4,"Block Group 4, Census Tract 8350, Cook County, Illinois",il,150,0,ACSSF,13152,17,31,835000,4,1079,0.04749906,0.04749906,0,1079,70,49,62,35,74,180,117,91,91,129,126,55,1079,216,711,0,0,0,152,0,1.96,22450,551,127,9,42,44,174,83,12,60,0,1943,776,178
1.70E+11,15000US170318350005,Block Group 5,"Block Group 5, Census Tract 8350, Cook County, Illinois",il,150,0,ACSSF,13153,17,31,835000,5,724,0.04760987,0.04760987,0,724,0,33,9,47,111,27,48,80,256,34,54,25,724,177,339,0,0,0,208,0,3.34,39583,217,0,20,0,21,74,54,25,23,0,0,737,106
1.70E+11,15000US170318351001,Block Group 1,"Block Group 1, Census Tract 8351, Cook County, Illinois",il,150,0,ACSSF,13154,17,31,835100,1,1120,0.2131933,0.2131933,0,1120,41,17,81,23,112,227,133,133,173,121,54,5,1120,268,519,0,0,0,314,19,3.2,28750,349,0,0,19,61,74,66,78,10,41,0,893,208
1.70E+11,15000US170318351002,Block Group 2,"Block Group 2, Census Tract 8351, Cook County, Illinois",il,150,0,ACSSF,13155,17,31,835100,2,1476,0.06340609,0.06340609,0,1476,118,50,166,79,186,224,126,221,156,91,46,13,1476,712,114,0,26,0,565,59,3.73,38800,396,0,0,13,120,45,106,35,54,23,1948,,208
1.70E+11,15000US170318351003,Block Group 3,"Block Group 3, Census Tract 8351, Cook County, Illinois",il,150,0,ACSSF,13156,17,31,835100,3,1329,0.05560103,0.05560103,0,1329,63,232,140,151,82,111,161,178,113,98,0,0,1329,1007,76,24,0,0,212,10,4.85,42222,272,9,0,0,53,18,61,35,9,87,1942,1412,156
1.70E+11,15000US170318351004,Block Group 4,"Block Group 4, Census Tract 8351, Cook County, Illinois",il,150,0,ACSSF,13157,17,31,835100,4,1122,0.05540605,0.05540605,0,1122,122,111,15,68,204,237,118,125,91,31,0,0,1122,248,141,0,0,0,635,98,4.27,48917,263,0,0,60,26,35,84,15,9,34,1947,770,198
1.70E+11,15000US170318352001,Block Group 1,"Block Group 1, Census Tract 8352, Cook County, Illinois",il,150,0,ACSSF,13158,17,31,835200,1,1993,0.3816767,0.3816767,0,1993,128,114,95,37,159,333,320,255,276,149,65,62,1993,1114,36,0,71,0,535,237,2.99,50900,666,22,18,108,118,147,75,89,12,77,1960,790,447
1.70E+11,15000US170318355001,Block Group 1,"Block Group 1, Census Tract 8355, Cook County, Illinois",il,150,0,ACSSF,13159,17,31,835500,1,722,0.1733533,0.1733533,0,722,67,9,73,0,39,31,66,66,157,172,26,16,722,17,705,0,0,0,0,0,1.79,14583,403,12,155,111,10,63,20,32,0,0,1965,394,56
1.70E+11,15000US170318355002,Block Group 2,"Block Group 2, Census Tract 8355, Cook County, Illinois",il,150,0,ACSSF,13160,17,31,835500,2,712,0.1797325,0.1797325,0,712,0,46,57,2,136,49,63,133,116,81,24,5,712,42,655,0,0,0,15,0,2.38,39250,295,0,0,18,56,109,82,12,12,6,1943,1013,136
1.70E+11,15000US170318356001,Block Group 1,"Block Group 1, Census Tract 8356, Cook County, Illinois",il,150,0,ACSSF,13161,17,31,835600,1,274,0.1775877,0.1775877,0,274,26,21,14,0,6,22,42,14,35,70,18,6,274,90,178,0,0,0,0,6,1.75,16875,157,6,21,41,15,15,21,6,14,18,0,511,34
1.70E+11,15000US170318356002,Block Group 2,"Block Group 2, Census Tract 8356, Cook County, Illinois",il,150,0,ACSSF,13162,17,31,835600,2,622,0.1766749,0.1766749,0,622,23,20,27,19,46,141,49,41,48,144,58,6,622,0,622,0,0,0,0,0,2.28,24122,273,0,0,0,172,58,19,7,0,17,0,728,30
1.70E+11,15000US170318357001,Block Group 1,"Block Group 1, Census Tract 8357, Cook County, Illinois",il,150,0,ACSSF,13163,17,31,835700,1,434,0.07343239,0.07343239,0,434,20,101,50,63,56,67,32,45,0,0,0,0,434,0,419,0,0,15,0,0,3.36,49880,129,0,0,0,84,30,15,0,0,0,2011,1039,0
1.70E+11,15000US170318358001,Block Group 1,"Block Group 1, Census Tract 8358, Cook County, Illinois",il,150,0,ACSSF,13164,17,31,835800,1,1744,0.1098171,0.1098171,0,1744,213,122,135,49,243,212,255,179,190,99,46,1,1744,44,1619,0,0,0,15,66,2.66,66944,656,0,23,97,140,176,50,64,52,54,1962,1219,237
1.70E+11,15000US170318359001,Block Group 1,"Block Group 1, Census Tract 8359, Cook County, Illinois",il,150,0,ACSSF,13165,17,31,835900,1,1380,0.124843,0.124843,0,1380,48,87,151,91,16,227,148,178,127,174,97,36,1380,20,1318,0,31,0,0,11,1.85,14250,734,63,75,187,135,169,54,9,0,42,1989,435,103
1.70E+11,15000US170318359002,Block Group 2,"Block Group 2, Census Tract 8359, Cook County, Illinois",il,150,0,ACSSF,13166,17,31,835900,2,607,0.06254237,0.06254237,0,607,0,0,40,0,101,70,114,33,188,31,30,0,607,0,607,0,0,0,0,0,2.14,48882,284,0,14,34,34,159,33,0,10,0,1974,,105
1.70E+11,15000US170318359003,Block Group 3,"Block Group 3, Census Tract 8359, Cook County, Illinois",il,150,0,ACSSF,13167,17,31,835900,3,1125,0.06259412,0.06259412,0,1125,103,147,75,0,86,200,101,141,102,117,53,0,1125,159,941,0,0,0,25,0,2.19,33015,513,19,27,112,103,120,53,26,9,44,1980,844,83
1.70E+11,15000US170318360001,Block Group 1,"Block Group 1, Census Tract 8360, Cook County, Illinois",il,150,0,ACSSF,13168,17,31,836000,1,784,0.05308133,0.05308133,0,784,39,71,47,17,65,92,131,165,79,55,23,0,784,21,731,0,0,0,0,32,3.12,54250,251,0,0,16,60,25,39,86,19,6,0,1196,125
1.70E+11,15000US170318360002,Block Group 2,"Block Group 2, Census Tract 8360, Cook County, Illinois",il,150,0,ACSSF,13169,17,31,836000,2,996,0.04678053,0.04678053,0,996,105,134,33,25,66,171,184,136,107,18,5,12,996,23,956,0,0,0,0,17,2.61,114038,382,0,0,23,77,83,48,85,23,43,1971,1415,275
1.70E+11,15000US170318360003,Block Group 3,"Block Group 3, Census Tract 8360, Cook County, Illinois",il,150,0,ACSSF,13170,17,31,836000,3,1044,0.09540507,0.09540507,0,1044,104,125,77,61,123,111,163,99,112,33,17,19,1044,16,993,0,0,0,35,0,3.04,30785,343,0,0,0,103,85,113,18,10,14,1997,1083,112
1.70E+11,15000US170318361001,Block Group 1,"Block Group 1, Census Tract 8361, Cook County, Illinois",il,150,0,ACSSF,13171,17,31,836100,1,1209,0.1087754,0.1087754,0,1209,103,147,28,60,119,209,145,150,173,38,23,14,1209,147,895,0,0,0,0,167,2.62,27049,462,0,0,37,98,132,64,82,17,32,1960,1178,98
1.70E+11,15000US170318361002,Block Group 2,"Block Group 2, Census Tract 8361, Cook County, Illinois",il,150,0,ACSSF,13172,17,31,836100,2,78,0.07516444,0.07516444,0,78,0,18,0,17,0,38,0,0,5,0,0,0,78,0,78,0,0,0,0,0,3.55,,22,0,0,0,0,17,5,0,0,0,0,,5
1.70E+11,15000US170318361003,Block Group 3,"Block Group 3, Census Tract 8361, Cook County, Illinois",il,150,0,ACSSF,13173,17,31,836100,3,610,0.1482899,0.1482899,0,610,71,89,16,14,8,183,38,29,36,70,15,41,610,8,574,0,0,0,0,28,2.01,17311,304,16,0,76,85,110,9,0,0,8,1979,429,32
1.70E+11,15000US170318362001,Block Group 1,"Block Group 1, Census Tract 8362, Cook County, Illinois",il,150,0,ACSSF,13174,17,31,836200,1,1492,0.3141798,0.3141798,0,1492,6,10,24,11,1248,59,20,50,22,14,19,9,1492,1122,94,0,249,0,4,23,2.35,,113,0,0,0,18,47,12,12,17,7,0,1354,70
1.70E+11,15000US170318363001,Block Group 1,"Block Group 1, Census Tract 8363, Cook County, Illinois",il,150,0,ACSSF,13175,17,31,836300,1,461,0.02913913,0.02913913,0,461,0,8,8,46,57,128,17,56,55,55,24,7,461,113,317,0,17,0,0,14,2.47,57578,187,0,0,41,25,28,28,14,21,30,0,1324,84
1.70E+11,15000US170318363002,Block Group 2,"Block Group 2, Census Tract 8363, Cook County, Illinois",il,150,0,ACSSF,13176,17,31,836300,2,1052,0.02395725,0.02395725,0,1052,52,40,80,22,113,185,181,66,117,135,61,0,1052,534,438,0,54,0,3,23,2.14,44375,476,73,0,15,76,93,64,67,8,80,0,1025,108
1.70E+11,15000US170318364001,Block Group 1,"Block Group 1, Census Tract 8364, Cook County, Illinois",il,150,0,ACSSF,13177,17,31,836400,1,1857,0.5019533,0.1672031,0.3347502,1857,231,179,185,69,252,279,224,216,93,69,29,31,1857,114,1731,0,0,0,0,12,2.25,27228,824,0,117,155,343,128,45,0,11,25,1978,767,69
1.70E+11,15000US170318364002,Block Group 2,"Block Group 2, Census Tract 8364, Cook County, Illinois",il,150,0,ACSSF,13178,17,31,836400,2,902,0.04983344,0.04983344,0,902,50,19,90,41,29,45,157,117,118,140,79,17,902,92,792,0,9,0,0,9,1.75,17043,515,59,115,29,83,117,22,31,14,45,1984,331,148
1.70E+11,15000US170318364003,Block Group 3,"Block Group 3, Census Tract 8364, Cook County, Illinois",il,150,0,ACSSF,13179,17,31,836400,3,1028,0.09150158,0.09150158,0,1028,74,45,88,17,63,185,138,156,195,35,32,0,1028,100,893,0,10,0,0,25,2.22,44292,463,29,23,88,104,81,68,20,8,42,1976,488,263
1.70E+11,15000US170318365001,Block Group 1,"Block Group 1, Census Tract 8365, Cook County, Illinois",il,150,0,ACSSF,13180,17,31,836500,1,1058,0.04843574,0.04643304,0.002002712,1058,131,146,109,77,78,113,163,27,177,27,10,0,1058,0,1034,0,0,0,24,0,2.83,45814,374,3,0,30,197,91,14,39,0,0,1970,953,8
1.70E+11,15000US170318365002,Block Group 2,"Block Group 2, Census Tract 8365, Cook County, Illinois",il,150,0,ACSSF,13181,17,31,836500,2,905,0.3146837,0.1353674,0.1793163,905,35,33,97,111,43,148,146,163,96,16,17,0,905,44,861,0,0,0,0,0,2.57,,352,6,6,19,168,97,12,10,34,0,2003,1308,77
1.70E+11,15000US170318366001,Block Group 1,"Block Group 1, Census Tract 8366, Cook County, Illinois",il,150,0,ACSSF,13182,17,31,836600,1,724,0.1547582,0.1547582,0,724,32,57,16,69,15,137,75,61,76,105,81,0,724,362,182,14,0,0,166,0,2.3,29375,307,0,0,50,40,125,25,0,30,37,0,798,157
1.70E+11,15000US170318366002,Block Group 2,"Block Group 2, Census Tract 8366, Cook County, Illinois",il,150,0,ACSSF,13183,17,31,836600,2,1613,0.09009849,0.09009849,0,1613,54,58,80,94,149,427,99,315,192,63,68,14,1613,735,581,0,18,0,151,128,2.82,53500,572,77,0,26,101,149,160,0,32,27,0,1078,150
1.70E+11,15000US170318367001,Block Group 1,"Block Group 1, Census Tract 8367, Cook County, Illinois",il,150,0,ACSSF,13184,17,31,836700,1,1055,0.1282234,0.1282234,0,1055,92,94,63,23,114,241,80,105,138,69,24,12,1055,89,741,0,7,0,218,0,2.28,14333,462,116,0,22,65,131,94,16,0,18,1958,830,90
1.70E+11,15000US170318367002,Block Group 2,"Block Group 2, Census Tract 8367, Cook County, Illinois",il,150,0,ACSSF,13185,17,31,836700,2,1253,0.3458472,0.3458472,0,1253,66,100,118,76,95,200,208,103,152,75,59,1,1253,160,1042,0,0,0,47,4,2.74,38404,456,6,6,28,129,143,44,48,26,26,0,987,146
